CNN,Active,X,Y,GISObjectID,Latitude,Longitude,DateInsert,DateUpdate,streetname,cross_street
54365000,1,6006509.111,2120857.218,310027,37.80383704,-122.421699,00:00.0,NULL,FRANCISCO ST,END
26706000,1,6005574.359,2120646.422,305422,37.80320549,-122.4249188,00:00.0,00:00.0,FRANCISCO ST,VAN NESS AVE
26724000,1,6005097.241,2120580.678,305437,37.80299802,-122.4265652,00:00.0,00:00.0,FRANCISCO ST,FRANKLIN ST
26726000,1,6004620.495,2120514.985,305439,37.80279068,-122.4282103,00:00.0,00:00.0,FRANCISCO ST,GOUGH ST
26728000,1,6004143.749,2120449.292,305441,37.80258332,-122.4298554,00:00.0,00:00.0,FRANCISCO ST,OCTAVIA ST
26755000,1,6003667.812,2120383.711,305464,37.80237628,-122.4314977,00:00.0,00:00.0,FRANCISCO ST,LAGUNA ST
27023000,1,5999137.132,2119752.679,305703,37.80038581,-122.4471306,00:00.0,00:00.0,FRANCISCO ST,RICHARDSON AVE
27024000,1,5998997.227,2119732.965,305704,37.80032369,-122.4476133,00:00.0,00:00.0,FRANCISCO ST,GORGAS AVE \ LYON ST
21123000,1,6009916.515,2100059.538,300838,37.74692302,-122.4084396,00:00.0,00:00.0,FRANCONIA ST,PERALTA AVE
52214000,1,6009981.507,2099934.581,309558,37.74658356,-122.408206,00:00.0,00:00.0,FRANCONIA ST,END
21117000,1,6010004.173,2099891.002,300833,37.74646517,-122.4081246,00:00.0,00:00.0,FRANCONIA ST,MULLEN AVE
51865000,1,6010061.042,2099781.66,309264,37.74616813,-122.4079202,00:00.0,00:00.0,FRANCONIA ST,END
21115000,1,6010086.591,2099732.538,300831,37.74603468,-122.4078284,00:00.0,00:00.0,FRANCONIA ST,MONTCALM ST
33666000,1,6010170.187,2099571.812,307420,37.74559804,-122.407528,00:00.0,00:00.0,FRANCONIA ST,RUTLEDGE ST
21114000,1,6010215.827,2099526.493,300830,37.74547616,-122.407367,00:00.0,00:00.0,FRANCONIA ST,RUTLEDGE ST
21096000,1,6010143.673,2099312.969,300816,37.74488583,-122.4076014,00:00.0,00:00.0,FRANCONIA ST,MASSASOIT ST
21095000,1,6010086.382,2099139.427,300815,37.74440611,-122.4077873,00:00.0,00:00.0,FRANCONIA ST,SAMOSET ST
21091000,1,6009964.305,2098395.171,300812,37.74235571,-122.408157,00:00.0,00:00.0,FRANCONIA ST,MAYFLOWER ST
33299000,1,6009888.756,2097996.957,307142,37.74125807,-122.4083901,00:00.0,00:00.0,FRANCONIA ST,POWHATTAN AVE
25205000,1,6007252.853,2115575.116,304170,37.78937562,-122.4187505,00:00.0,00:00.0,FRANK NORRIS ST,LARKIN ST
30750000,1,6006575.136,2109992.083,306778,37.77400779,-122.4206988,00:00.0,00:00.0,FRANKLIN ST,MARKET ST
24444000,1,6006559.617,2110096.778,303604,37.77429438,-122.4207599,00:00.0,00:00.0,FRANKLIN ST,PAGE ST
24455000,1,6006534.413,2110266.802,303611,37.77475981,-122.4208592,00:00.0,00:00.0,FRANKLIN ST,LILY ST
24447000,1,6006508.826,2110439.416,303605,37.77523232,-122.4209599,00:00.0,00:00.0,FRANKLIN ST,OAK ST
24449000,1,6006485.314,2110608.485,303607,37.77569522,-122.4210533,00:00.0,00:00.0,FRANKLIN ST,HICKORY ST
24458000,1,6006439.627,2110948.315,303614,37.77662573,-122.4212354,00:00.0,00:00.0,FRANKLIN ST,LINDEN ST
24451000,1,6006415.656,2111118.241,303609,37.77709096,-122.4213304,00:00.0,00:00.0,FRANKLIN ST,HAYES ST
24471000,1,6006391.509,2111289.421,303627,37.77755962,-122.4214261,00:00.0,00:00.0,FRANKLIN ST,IVY ST
24461000,1,6006367.629,2111457.854,303617,37.77802075,-122.4215207,00:00.0,00:00.0,FRANKLIN ST,GROVE ST
24472000,1,6006320.13,2111799.757,303628,37.77895685,-122.4217093,00:00.0,00:00.0,FRANKLIN ST,FULTON ST
24467000,1,6006274.443,2112140.58,303623,37.77989009,-122.4218916,00:00.0,00:00.0,FRANKLIN ST,MCALLISTER ST
24470000,1,6006248.739,2112310.416,303626,37.78035497,-122.4219926,00:00.0,00:00.0,FRANKLIN ST,REDWOOD ST
24476000,1,6006224.997,2112480.643,303631,37.78082103,-122.4220868,00:00.0,00:00.0,FRANKLIN ST,GOLDEN GATE AVE
25185000,1,6006174.213,2112820.667,304150,37.78175179,-122.4222866,00:00.0,00:00.0,FRANKLIN ST,TURK ST
25187000,1,6006153.771,2112991.325,304152,37.78221922,-122.4223695,00:00.0,00:00.0,FRANKLIN ST,LARCH ST
25188000,1,6006106.284,2113331.803,304153,37.78315141,-122.422558,00:00.0,00:00.0,FRANKLIN ST,WILLOW ST
25194000,1,6006059.084,2113672.297,304159,37.78408366,-122.4227455,00:00.0,00:00.0,FRANKLIN ST,OLIVE ST
25196000,1,6006035.791,2113841.375,304161,37.7845466,-122.4228381,00:00.0,00:00.0,FRANKLIN ST,OFARRELL ST \ STARR KING WAY
25198000,1,6006011.631,2114012.249,304163,37.78501441,-122.4229338,00:00.0,00:00.0,FRANKLIN ST,MYRTLE ST
25213000,1,6005988.049,2114183.113,304176,37.78548223,-122.4230276,00:00.0,00:00.0,FRANKLIN ST,GEARY BLVD
25216000,1,6005941.102,2114519.168,304178,37.78640231,-122.4232139,00:00.0,00:00.0,FRANKLIN ST,PETER YORKE WAY \ POST ST
25220000,1,6005893.3,2114861.348,304180,37.78733915,-122.4234036,00:00.0,00:00.0,FRANKLIN ST,SUTTER ST
25227000,1,6005798.19,2115542.162,304186,37.78920313,-122.4237811,00:00.0,00:00.0,FRANKLIN ST,PINE ST
26537000,1,6005702.356,2116228.158,305261,37.79108129,-122.4241615,00:00.0,00:00.0,FRANKLIN ST,SACRAMENTO ST
26539000,1,6005612.545,2116871.036,305263,37.7928414,-122.424518,00:00.0,00:00.0,FRANKLIN ST,WASHINGTON ST
26544000,1,6005568.269,2117194.121,305268,37.79372601,-122.4246941,00:00.0,00:00.0,FRANKLIN ST,JACKSON ST
26549000,1,6005523.52,2117516,305273,37.79460728,-122.4248719,00:00.0,00:00.0,FRANKLIN ST,PACIFIC AVE
26553000,1,6005428.363,2118200.471,305276,37.79648129,-122.4252499,00:00.0,00:00.0,FRANKLIN ST,VALLEJO ST
26554000,1,6005381.29,2118539.07,305277,37.79740834,-122.4254369,00:00.0,00:00.0,FRANKLIN ST,GREEN ST
26687000,1,6005333.804,2118880.642,305406,37.79834352,-122.4256255,00:00.0,00:00.0,FRANKLIN ST,UNION ST
26693000,1,6005239.22,2119560.988,305411,37.80020623,-122.4260012,00:00.0,00:00.0,FRANKLIN ST,GREENWICH ST
26699000,1,6005194.237,2119885.763,305415,37.80109544,-122.42618,00:00.0,00:00.0,FRANKLIN ST,LOMBARD ST
50279000,1,6004777.943,2122075.024,307987,37.80708305,-122.4277767,00:00.0,00:00.0,FRANKLIN ST,FUNSTON RD
51979000,1,6012085.42,2088738.092,309346,37.71595791,-122.4001447,00:00.0,00:00.0,FRATESSA CT,END
20552000,1,6012149.42,2088829.073,300384,37.71621129,-122.3999298,00:00.0,00:00.0,FRATESSA CT,GIRARD ST
32947000,1,5998039.421,2102908.132,306913,37.75407227,-122.4497145,00:00.0,00:00.0,FREDELA LN,MARVIEW WAY
26332000,1,5999580.741,2107739.422,305072,37.76742586,-122.4447315,00:00.0,00:00.0,FREDERICK ST,MASONIC AVE
26426000,1,5997677.49,2107475.167,305166,37.76659149,-122.4512955,00:00.0,00:00.0,FREDERICK ST,SHRADER ST
26427000,1,5997198.569,2107405.971,305167,37.76637406,-122.452947,00:00.0,00:00.0,FREDERICK ST,STANYAN ST
26431000,1,5996721.334,2107339.962,305171,37.76616546,-122.4545929,00:00.0,00:00.0,FREDERICK ST,WILLARD ST
51103000,1,5998574.363,2088064.325,308577,37.71334529,-122.4467966,00:00.0,00:00.0,FREDSON CT,END
21558000,1,5998406.208,2088224.679,301195,37.71377598,-122.4473893,00:00.0,00:00.0,FREDSON CT,HURON AVE
23835000,1,6013801.942,2111925.288,303094,37.77972059,-122.3958353,00:00.0,00:00.0,FREELON ST,ZOE ST
50010000,1,6013016.746,2111174.261,307730,37.77761473,-122.398499,00:00.0,00:00.0,FREELON ST,END
50243000,1,6009846.197,2117036.384,307951,37.79353358,-122.4098809,00:00.0,00:00.0,FREEMAN CT,END
30730000,1,6013188.654,2116306.427,306758,37.79171604,-122.3982644,00:00.0,00:00.0,FREMONT ST,FRONT ST \ MARKET ST
24560000,1,6013634.335,2115840.325,303696,37.79046105,-122.3966897,00:00.0,00:00.0,FREMONT ST,MISSION ST
54002000,1,6013748.609,2115720.815,309708,37.79013927,-122.3962859,00:00.0,00:00.0,FREMONT ST,END
24533000,1,6013918.653,2115542.98,303676,37.78966043,-122.3956851,00:00.0,00:00.0,FREMONT ST,NATOMA ST
24527000,1,6014069.844,2115384.861,303671,37.78923469,-122.3951509,00:00.0,00:00.0,FREMONT ST,HOWARD ST
50069000,1,6014304.001,2115139.976,307784,37.78857531,-122.3943236,00:00.0,00:00.0,FREMONT ST,I-80 W OFF RAMP
24509000,1,6014946.693,2114467.837,303656,37.78676547,-122.392053,00:00.0,00:00.0,FREMONT ST,HARRISON ST \ I-80 W OFF RAMP
51587000,1,5997003.758,2120441.767,309019,37.80215573,-122.4545627,00:00.0,00:00.0,FRENCH CT,HALLECK ST
51584000,1,5996875.883,2120508.5,309016,37.80233163,-122.45501,00:00.0,00:00.0,FRENCH CT,END
51585000,1,5996729.096,2120553.139,309017,37.80244577,-122.4555212,00:00.0,00:00.0,FRENCH CT,GRAHAM ST
54341000,1,5996554.958,2120562.248,309971,37.80246079,-122.4561244,00:00.0,00:00.0,FRENCH CT,END
53059000,1,6023816.708,2123222.675,309699,37.81129282,-122.3619671,00:00.0,00:00.0,FRESNEL WAY,END
34149000,1,6023992,2122809.509,307641,37.81016794,-122.361332,00:00.0,00:00.0,FRESNEL WAY,HEALY AVE
53058000,1,6024008.113,2122114.062,309698,37.80825927,-122.3612283,00:00.0,00:00.0,FRESNEL WAY,END
24846000,1,6011124.513,2118887.63,303903,37.79868821,-122.4055883,00:00.0,00:00.0,FRESNO ST,KEARNY ST
25320000,1,6010897.209,2118856.019,304251,37.7985887,-122.4063726,00:00.0,00:00.0,FRESNO ST,ROMOLO ST
25331000,1,6010672.244,2118824.579,304260,37.79848979,-122.4071488,00:00.0,00:00.0,FRESNO ST,GRANT AVE
22192000,1,5997047.595,2091641.568,301724,37.72308023,-122.4523316,00:00.0,00:00.0,FRIDA KAHLO WAY,GENEVA AVE \ OCEAN AVE
22236000,1,5997088.336,2093543.012,301758,37.72830348,-122.4523279,00:00.0,00:00.0,FRIDA KAHLO WAY,JUDSON AVE
22237000,1,5997056.972,2093616.139,301759,37.72850247,-122.4524416,00:00.0,00:00.0,FRIDA KAHLO WAY,JUDSON AVE
22242000,1,5997061.645,2093818.448,301764,37.72905823,-122.45244,00:00.0,00:00.0,FRIDA KAHLO WAY,STAPLES AVE
35029000,1,6021149.878,2093372.083,307713,37.72918324,-122.3691332,00:00.0,01:16.8,FRIEDELL ST,HUDSON AVE
35030000,1,6020983.644,2093149.261,307714,37.7285623,-122.3696925,00:00.0,01:16.8,FRIEDELL ST,INNES AVE
35031000,1,6020817.407,2092926.436,307715,37.72794134,-122.3702518,00:00.0,01:16.8,FRIEDELL ST,JERROLD AVE
35032000,1,6020648.573,2092700.129,307716,37.72731067,-122.3708198,00:00.0,01:16.8,FRIEDELL ST,KIRKWOOD AVE
54043000,1,6003662.44,2111776.196,309749,37.77874193,-122.4309016,00:00.0,00:00.0,FRIENDSHIP CT,MCALLISTER ST
54044000,1,6003709.942,2111435.612,309750,37.77780946,-122.430713,00:00.0,00:00.0,FRIENDSHIP CT,FULTON ST
24673000,1,6013100.342,2116560.302,303773,37.79240821,-122.3985878,00:00.0,00:00.0,FRONT ST,PINE ST
24690000,1,6013026.42,2117084.593,303786,37.79384367,-122.3988804,00:00.0,00:00.0,FRONT ST,HALLECK ST
24691000,1,6013003.724,2117245.568,303787,37.7942844,-122.3989703,00:00.0,00:00.0,FRONT ST,SACRAMENTO ST
24697000,1,6012868.046,2118210.537,303793,37.79692642,-122.3995075,00:00.0,00:00.0,FRONT ST,JACKSON ST
24799000,1,6012823.084,2118532.017,303877,37.79780662,-122.3996857,00:00.0,00:00.0,FRONT ST,PACIFIC AVE
24805000,1,6012727.051,2119216.759,303881,37.7996814,-122.4000661,00:00.0,00:00.0,FRONT ST,VALLEJO ST
24811000,1,6012680.632,2119554.842,303884,37.80060711,-122.4002505,00:00.0,00:00.0,FRONT ST,GREEN ST
30037000,1,6012657.406,2119723.339,306693,37.80106846,-122.4003427,00:00.0,00:00.0,FRONT ST,JOHN MAHER ST
24816000,1,6012633.701,2119890.05,303886,37.80152489,-122.4004364,00:00.0,00:00.0,FRONT ST,UNION ST
50155000,1,6012630.489,2119913.674,307869,37.80158958,-122.4004492,00:00.0,00:00.0,FRONT ST,END
50209000,1,6012592.014,2120196.251,307919,37.80229852,-122.4005894,00:00.0,00:00.0,FRONT ST,END
23052000,1,5989594.734,2090717.702,302409,37.72011374,-122.4780268,00:00.0,00:00.0,FUENTE AVE,SERRANO DR
23050000,1,5989563.516,2090198.231,302407,37.71868559,-122.4780968,00:00.0,00:00.0,FUENTE AVE,JUAN BAUTISTA CIR
24331000,1,6008228.266,2112063.526,303523,37.77978851,-122.415127,00:00.0,00:00.0,FULTON ST,HYDE ST \ UNITED NATIONS PLZ
24435000,1,6007752.55,2111998.938,303598,37.77958442,-122.4167681,00:00.0,00:00.0,FULTON ST,LARKIN ST
25940000,1,6005843.329,2111733.257,304757,37.77874736,-122.423354,00:00.0,00:00.0,FULTON ST,GOUGH ST
25945000,1,6005366.692,2111666.779,304762,37.77853791,-122.4249982,00:00.0,00:00.0,FULTON ST,OCTAVIA ST
25958000,1,6004890.288,2111600.334,304773,37.77832855,-122.4266415,00:00.0,00:00.0,FULTON ST,LAGUNA ST
25956000,1,6003960.359,2111470.442,304771,37.77791928,-122.4298492,00:00.0,00:00.0,FULTON ST,WEBSTER ST
26042000,1,6002983.51,2111334.391,304845,37.77749035,-122.4332187,00:00.0,00:00.0,FULTON ST,STEINER ST
26054000,1,6002506.599,2111267.875,304857,37.77728065,-122.4348638,00:00.0,00:00.0,FULTON ST,PIERCE ST
26055000,1,6002030.118,2111200.308,304858,37.77706807,-122.4365072,00:00.0,00:00.0,FULTON ST,SCOTT ST
26370000,1,6000109.386,2110933.455,305110,37.77622602,-122.4431325,00:00.0,00:00.0,FULTON ST,LYON ST
26379000,1,5999141.534,2110798.988,305119,37.77580158,-122.4464708,00:00.0,00:00.0,FULTON ST,MASONIC AVE
26452000,1,5998451.794,2110703.16,305186,37.77549904,-122.4488499,00:00.0,00:00.0,FULTON ST,LOYOLA TER
26471000,1,5997303.602,2110543.638,305201,37.7749953,-122.4528102,00:00.0,00:00.0,FULTON ST,PARKER AVE
26470000,1,5997247.619,2110535.86,305200,37.77497074,-122.4530033,00:00.0,00:00.0,FULTON ST,SHRADER ST
26475000,1,5996760.729,2110467.625,305205,37.77475547,-122.4546826,00:00.0,00:00.0,FULTON ST,STANYAN ST
27198000,1,5996595.53,2110446.1,305849,37.77468689,-122.4552525,00:00.0,00:00.0,FULTON ST,PARSONS ST
27199000,1,5996296.579,2110404.204,305850,37.7745547,-122.4562836,00:00.0,00:00.0,FULTON ST,WILLARD ST
27269000,1,5991964.096,2109987.894,305916,37.77316197,-122.4712401,00:00.0,00:00.0,FULTON ST,FUNSTON AVE
27444000,1,5991813.064,2109982.688,306089,37.77313893,-122.4717621,00:00.0,00:00.0,FULTON ST,PARK PRESIDIO BLVD \ PARK PRESIDIO BYPASS DR
27978000,1,5980780.507,2109582.642,306579,37.77139602,-122.5098947,00:00.0,00:00.0,FULTON ST,LA PLAYA
27981000,1,5980445.171,2109570.35,306581,37.77134249,-122.5110538,00:00.0,00:00.0,FULTON ST,GREAT HWY
51414000,1,5991787.983,2114900.795,308866,37.78664126,-122.4722074,00:00.0,00:00.0,FUNSTON AVE,END
27627000,1,5991792.009,2114788.617,306251,37.78633348,-122.4721853,00:00.0,00:00.0,FUNSTON AVE,LAKE ST
27481000,1,5991867.068,2112728.419,306122,37.78068109,-122.4717755,00:00.0,00:00.0,FUNSTON AVE,GEARY BLVD
27176000,1,5992055.368,2107282.602,305831,37.76573924,-122.4707273,00:00.0,00:00.0,FUNSTON AVE,LINCOLN WAY
27173000,1,5992079.072,2106593.594,305828,37.76384878,-122.4705951,00:00.0,00:00.0,FUNSTON AVE,IRVING ST
27168000,1,5992102.416,2105915.033,305823,37.76198698,-122.4704649,00:00.0,00:00.0,FUNSTON AVE,JUDAH ST
27166000,1,5992125.781,2105235.873,305821,37.76012354,-122.4703347,00:00.0,00:00.0,FUNSTON AVE,KIRKHAM ST
27163000,1,5992136.7,2104918.506,305818,37.75925276,-122.4702738,00:00.0,00:00.0,FUNSTON AVE,LURLINE ST
27162000,1,5992149.185,2104555.575,305817,37.75825697,-122.4702042,00:00.0,00:00.0,FUNSTON AVE,LAWTON ST
27138000,1,5992172.589,2103875.283,305794,37.75639042,-122.4700737,00:00.0,00:00.0,FUNSTON AVE,MORAGA ST
27135000,1,5992183.717,2103526.01,305792,37.75543205,-122.4700098,00:00.0,00:00.0,FUNSTON AVE,NORIEGA ST
23002000,1,5992266.864,2101146.542,302371,37.74890345,-122.469549,00:00.0,00:00.0,FUNSTON AVE,QUINTARA ST
50555000,1,5992287.658,2100497.469,308129,37.74712247,-122.4694299,00:00.0,00:00.0,FUNSTON AVE,RIVERA ST
50558000,1,5992314.171,2099757.117,308132,37.74509118,-122.4692843,00:00.0,00:00.0,FUNSTON AVE,END
22987000,1,5992335.206,2099117.462,302363,37.74333607,-122.469165,00:00.0,00:00.0,FUNSTON AVE,TARAVAL ST
22986000,1,5992359.933,2098438.065,302362,37.74147205,-122.4690301,00:00.0,00:00.0,FUNSTON AVE,ULLOA ST
51268000,1,5996145.709,2118606.613,308722,37.79706766,-122.4573991,00:00.0,00:00.0,FUNSTON AVE,HARDIE AVE \ MORAGA AVE
51269000,1,5996449.542,2119077.073,308723,37.79837686,-122.4563818,00:00.0,00:00.0,FUNSTON AVE,PRESIDIO BLVD
51546000,1,5996544.818,2119238.079,308989,37.7988244,-122.4560637,00:00.0,00:00.0,FUNSTON AVE,MARTINEZ ST
51270000,1,5997004.256,2119969.183,308724,37.80085818,-122.4545268,00:00.0,00:00.0,FUNSTON AVE,LINCOLN BLVD
50280000,1,6004639.145,2122046.671,307988,37.80699734,-122.428255,00:00.0,00:00.0,FUNSTON RD,POPE RD
50288000,1,6004479.267,2122012.686,307996,37.80689498,-122.4288059,00:00.0,00:00.0,FUNSTON RD,END
23217000,1,5988705.446,2095989.302,302553,37.73453655,-122.4814866,00:00.0,00:00.0,GABILAN WAY,SLOAT BLVD
52181000,1,6005541.906,2106545.644,309526,37.76448641,-122.4240278,00:00.0,00:00.0,GAISER CT,END
52180000,1,6005725.123,2106554.777,309525,37.76452183,-122.4233947,00:00.0,00:00.0,GAISER CT,END
52177000,1,5995885.956,2102477.593,309522,37.75276668,-122.4571306,00:00.0,00:00.0,GALEWOOD CIR,END
52178000,1,5995809.377,2102324.38,309523,37.7523416,-122.4573843,00:00.0,00:00.0,GALEWOOD CIR,END
54010000,1,6004374.313,2113603.209,309716,37.78379149,-122.4285708,00:00.0,00:00.0,GALILEE LN,END
51458000,1,5991103.949,2088356.2,308909,37.71371712,-122.4726379,00:00.0,00:00.0,GALINDO AVE,END
51457000,1,5990947.59,2088451.757,308908,37.71397044,-122.4731853,00:00.0,00:00.0,GALINDO AVE,END
28147000,1,6011653.471,2112773.16,306648,37.7819289,-122.4033275,00:00.0,00:00.0,GALLAGHER LN,TEHAMA ST
51852000,1,6019060.08,2095278.338,309256,37.7343026,-122.37649,00:00.0,00:00.0,GALVEZ AVE,HAWES ST
33136000,1,6018959.102,2095353.628,307049,37.73450378,-122.3768444,00:00.0,00:00.0,GALVEZ AVE,HUNTERS POINT BLVD
51854000,1,6019590.142,2094883.121,309258,37.73324659,-122.37463,00:00.0,00:00.0,GALVEZ AVE,GRIFFITH ST
50760000,1,6019917.182,2094639.278,308302,37.73259503,-122.3734825,00:00.0,00:00.0,GALVEZ AVE,END
20220000,1,6016397.317,2097264.419,300129,37.739609,-122.3858345,00:00.0,00:00.0,GALVEZ AVE,MENDELL ST
20225000,1,6015863.639,2097662.203,300133,37.74067169,-122.3877075,00:00.0,00:00.0,GALVEZ AVE,NEWHALL ST
20243000,1,6015329.794,2098058.245,300149,37.74172955,-122.389581,00:00.0,00:00.0,GALVEZ AVE,PHELPS ST
33110000,1,6013736.93,2099248.736,307031,37.74490994,-122.395172,00:00.0,00:00.0,GALVEZ AVE,SELBY ST
20726000,1,6013203.976,2099647.137,300520,37.74597421,-122.3970428,00:00.0,00:00.0,GALVEZ AVE,TOLAND ST
51695000,1,6021829.746,2093202.724,309115,37.72875548,-122.3667711,00:00.0,00:00.0,GALVEZ AVE,ROBINSON ST
21003000,1,6005668.712,2093554.303,300744,37.72882231,-122.4226659,00:00.0,00:00.0,GAMBIER ST,SILVER AVE
20990000,1,6005755.705,2093270.348,300736,37.72804754,-122.422345,00:00.0,00:00.0,GAMBIER ST,PIOCHE ST
20988000,1,6005889.209,2092833.2,300734,37.72685476,-122.4218524,00:00.0,00:00.0,GAMBIER ST,SILLIMAN ST
22561000,1,5989445.301,2089189.879,301998,37.71591004,-122.4784317,00:00.0,00:00.0,GARCES DR,GONZALEZ DR
22564000,1,5988903.64,2088951.997,302000,37.71522542,-122.4802865,00:00.0,00:00.0,GARCES DR,GRIJALVA DR
23092000,1,5988528.396,2089311.544,302441,37.71619083,-122.4816098,00:00.0,00:00.0,GARCES DR,RIVAS AVE
22570000,1,5987707.474,2089324.178,302005,37.71617775,-122.4844482,00:00.0,00:00.0,GARCES DR,VIDAL DR
51448000,1,5987653.085,2089116.528,308900,37.71560443,-122.484621,00:00.0,00:00.0,GARCES DR,END
22854000,1,5995227.441,2099761.584,302246,37.74527136,-122.4592111,00:00.0,00:00.0,GARCIA AVE,HERNANDEZ AVE \ VASQUEZ AVE
22852000,1,5995228.2,2099438.524,302245,37.74438437,-122.4591851,00:00.0,00:00.0,GARCIA AVE,IDORA AVE
32998000,1,5995137.059,2099322.23,306962,37.74405981,-122.4594919,00:00.0,00:00.0,GARCIA AVE,PACHECO ST
22883000,1,5994690.295,2099249.947,302270,37.74383564,-122.4610314,00:00.0,00:00.0,GARCIA AVE,VASQUEZ AVE
32997000,1,5995122.095,2099338.255,306961,37.74410295,-122.4595448,00:00.0,00:00.0,GARCIA AVE,PACHECO ST
22880000,1,5994630.238,2099543.136,302267,37.74463721,-122.4612603,00:00.0,00:00.0,GARCIA AVE,MERCED AVE
34152000,1,6023310.065,2123747.403,307644,37.81270591,-122.3637567,00:00.0,00:00.0,GARDEN WAY,WHITING WAY
34153000,1,6023100.884,2123757.986,307645,37.81272353,-122.3644814,00:00.0,00:00.0,GARDEN WAY,NORTH GATE RD \ WHITING WAY
51206000,1,5998855.051,2118683.169,308665,37.7974331,-122.4480296,00:00.0,00:00.0,GARDENER RD,RUGER ST
51540000,1,5998871.134,2118472.356,308983,37.79685519,-122.4479588,00:00.0,00:00.0,GARDENER RD,RUGER ST
32973000,1,5999258.821,2102337.969,306938,37.75257644,-122.4454566,00:00.0,00:00.0,GARDENSIDE DR,VISTA LN
22607000,1,5994036.688,2090584.103,302038,37.72000373,-122.4626629,00:00.0,00:00.0,GARFIELD ST,GRAFTON AVE \ ORIZABA AVE
22692000,1,5993514.393,2090481.594,302109,37.71969217,-122.4644609,00:00.0,00:00.0,GARFIELD ST,HEAD ST
22696000,1,5993255.173,2090484.569,302113,37.71968539,-122.4653571,00:00.0,00:00.0,GARFIELD ST,VICTORIA ST
22700000,1,5992995.662,2090487.539,302117,37.71967858,-122.4662543,00:00.0,00:00.0,GARFIELD ST,RAMSELL ST
22717000,1,5992475.698,2090493.667,302133,37.71966539,-122.4680521,00:00.0,00:00.0,GARFIELD ST,VERNON ST
22722000,1,5992215.716,2090496.731,302138,37.71965879,-122.468951,00:00.0,00:00.0,GARFIELD ST,RALSTON ST
22727000,1,5991694.813,2090503.116,302143,37.71964621,-122.470752,00:00.0,00:00.0,GARFIELD ST,MONTICELLO ST
23011000,1,5991234.558,2090508.936,302375,37.71963556,-122.4723433,00:00.0,00:00.0,GARFIELD ST,JUNIPERO SERRA BLVD
20137000,1,6016795.892,2094722.66,300072,37.73265189,-122.3842795,00:00.0,00:00.0,GARLINGTON CT,LA SALLE AVE
50775000,1,6016838.235,2094339.756,308316,37.73160285,-122.3841064,00:00.0,00:00.0,GARLINGTON CT,END
53002000,1,6017351.763,2094878.687,309642,37.73311103,-122.3823685,00:00.0,00:00.0,GARNETT TER,WILLIE B KENNEDY DR
53001000,1,6017570.084,2094636.112,309641,37.73245702,-122.3815968,00:00.0,00:00.0,GARNETT TER,END
20377000,1,6008363.694,2087021.453,300237,37.71103615,-122.4128874,00:00.0,00:00.0,GARRISON AVE,SUNNYDALE AVE
20368000,1,6008172.023,2086517.744,300229,37.70964231,-122.4135143,00:00.0,00:00.0,GARRISON AVE,END
54053000,1,6008344.102,2086453.246,309759,37.70947488,-122.412915,00:00.0,00:00.0,GARRISON AVE,REY ST
20369000,1,6008615.966,2086351.347,300230,37.70921034,-122.4119682,00:00.0,00:00.0,GARRISON AVE,SCHWERIN ST
50914000,1,6008345.469,2098404.386,308432,37.74229024,-122.4137551,00:00.0,00:00.0,GATES ST,END
21155000,1,6008320.612,2098125.063,300867,37.74152188,-122.4138213,00:00.0,00:00.0,GATES ST,POWHATTAN AVE
21078000,1,6008247.787,2096970.953,300800,37.73834886,-122.4139914,00:00.0,00:00.0,GATES ST,JARBOE AVE
21076000,1,6008206.144,2096518.96,300798,37.73710545,-122.4141035,00:00.0,00:00.0,GATES ST,TOMPKINS AVE
21184000,1,6008166.645,2096091.444,300888,37.73592936,-122.4142098,00:00.0,00:00.0,GATES ST,OGDEN AVE
50935000,1,6008079.016,2095148.038,308449,37.73333405,-122.414446,00:00.0,00:00.0,GATES ST,END
34132000,1,6019554.153,2128320.074,307624,37.82505526,-122.3770735,00:00.0,00:00.0,GATEVIEW AVE,WESTSIDE DR
34129000,1,6019396.419,2128985.446,307621,37.82687353,-122.3776657,00:00.0,00:00.0,GATEVIEW AVE,WESTSIDE DR
34127000,1,6019444.089,2129124.789,307619,37.82725875,-122.3775103,00:00.0,00:00.0,GATEVIEW AVE,LESTER CT
34126000,1,6019570.853,2129516.477,307618,37.82834122,-122.3770987,00:00.0,00:00.0,GATEVIEW AVE,MASON CT
34125000,1,6019708.709,2129786.173,307617,37.82908933,-122.3766402,00:00.0,00:00.0,GATEVIEW AVE,OZBOURN CT \ REEVES CT
34123000,1,6020013.381,2129988.733,307615,37.82966228,-122.3755996,00:00.0,00:00.0,GATEVIEW AVE,MARINER DR
34121000,1,6020306.02,2130102.493,307613,37.82999074,-122.3745944,00:00.0,00:00.0,GATEVIEW AVE,NORTHPOINT DR
34118000,1,6020712.318,2129958.098,307610,37.82961661,-122.3731779,00:00.0,00:00.0,GATEVIEW AVE,NORTHPOINT DR
34117000,1,6020811.608,2129827.522,307609,37.82926354,-122.3728251,00:00.0,00:00.0,GATEVIEW AVE,MARINER DR
50554000,1,5993061.523,2100938.281,308128,37.74837752,-122.466786,00:00.0,00:00.0,GATEVIEW CT,END
22984000,1,5993071.806,2100847.229,302361,37.7481281,-122.4667438,00:00.0,00:00.0,GATEVIEW CT,MENDOSA AVE
22301000,1,5998463.094,2096797.599,301815,37.73731847,-122.4478095,00:00.0,00:00.0,GATUN ALY,MOLIMO DR
